id,類型,x,y,寬,高
0,蔬菜,7,11,3,3
1,蔬菜,14,7,3,3
2,蔬菜,16,11,3,3
3,蔬菜,3,15,3,3
4,蔬菜,1,5,3,3
5,肉,2,10,4,3
6,肉,8,4,4,3
7,肉,9,0,4,3
8,魚,16,0,4,4
9,魚,12,15,4,4
10,熟食,3,8,3,2
11,熟食,0,2,3,2
12,熟食,9,7,3,2
13,熟食,1,0,3,2
14,乾貨,10,17,2,2
15,乾貨,4,18,2,2
16,乾貨,6,2,2,2
17,乾貨,7,17,2,2
18,乾貨,0,15,2,2
19,乾貨,7,9,2,2
