id,類型,x,y,寬,高
0,蔬菜,2,7,3,3
1,蔬菜,15,11,3,3
2,蔬菜,5,0,3,3
3,蔬菜,11,4,3,3
4,蔬菜,2,11,3,3
5,肉,11,10,4,3
6,肉,14,17,4,3
7,肉,7,7,4,3
8,魚,4,15,4,4
9,魚,5,11,4,4
10,熟食,1,17,3,2
11,熟食,15,15,3,2
12,熟食,13,2,3,2
13,熟食,9,1,3,2
14,乾貨,0,7,2,2
15,乾貨,10,14,2,2
16,乾貨,0,2,2,2
17,乾貨,2,3,2,2
18,乾貨,16,3,2,2
19,乾貨,9,4,2,2
