id,類型,x,y,寬,高
0,蔬菜,5,6,3,3
1,蔬菜,4,0,3,3
2,蔬菜,16,13,3,3
3,蔬菜,14,0,3,3
4,蔬菜,9,8,3,3
5,肉,11,12,4,3
6,肉,7,15,4,3
7,肉,12,8,4,3
8,魚,4,11,4,4
9,魚,9,1,4,4
10,熟食,0,14,3,2
11,熟食,2,8,3,2
12,熟食,1,17,3,2
13,熟食,14,16,3,2
14,乾貨,15,5,2,2
15,乾貨,2,3,2,2
16,乾貨,0,4,2,2
17,乾貨,2,0,2,2
18,乾貨,10,18,2,2
19,乾貨,6,9,2,2
